Using kernels flash-attn2 (compute capability (12, 0))
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 20,972,032
  scalars                 : 16
  total                   : 46,137,872
Estimated FLOPs per token: 2.139126e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011469 | lrm: 1.00 | dt: 5565ms | tok/sec: 23,551 | mfu: 0.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.883111 | lrm: 1.00 | dt: 286ms | tok/sec: 457,848 | mfu: 9.9% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.554588 | lrm: 1.00 | dt: 293ms | tok/sec: 448,002 | mfu: 9.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.137233 | lrm: 1.00 | dt: 274ms | tok/sec: 477,635 | mfu: 10.3% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.755521 | lrm: 1.00 | dt: 282ms | tok/sec: 464,158 | mfu: 10.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.441248 | lrm: 1.00 | dt: 293ms | tok/sec: 447,690 | mfu: 9.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.192334 | lrm: 1.00 | dt: 296ms | tok/sec: 442,746 | mfu: 9.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.984615 | lrm: 1.00 | dt: 275ms | tok/sec: 476,274 | mfu: 10.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.810339 | lrm: 1.00 | dt: 284ms | tok/sec: 460,943 | mfu: 10.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.662765 | lrm: 1.00 | dt: 289ms | tok/sec: 454,195 | mfu: 9.8% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.534300 | lrm: 1.00 | dt: 296ms | tok/sec: 443,499 | mfu: 9.6% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.419629 | lrm: 1.00 | dt: 275ms | tok/sec: 476,104 | mfu: 10.3% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.324908 | lrm: 1.00 | dt: 284ms | tok/sec: 460,769 | mfu: 10.0% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.240835 | lrm: 1.00 | dt: 289ms | tok/sec: 454,303 | mfu: 9.8% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 6.164041 | lrm: 1.00 | dt: 296ms | tok/sec: 443,397 | mfu: 9.6% | epoch: 1 | remaining: 299s    
step 00945 (86.9%) | loss: 3.037001 | lrm: 0.29 | dt: 287ms | tok/sec: 456,022 | mfu: 9.9% | epoch: 1 | remaining: 39s    
step 00946 (87.0%) | loss: 3.038785 | lrm: 0.29 | dt: 295ms | tok/sec: 444,367 | mfu: 9.6% | epoch: 1 | remaining: 39s    
step 00947 (87.1%) | loss: 3.033225 | lrm: 0.29 | dt: 274ms | tok/sec: 478,447 | mfu: 10.3% | epoch: 1 | remaining: 39s    
step 00948 (87.2%) | loss: 3.038472 | lrm: 0.29 | dt: 283ms | tok/sec: 462,744 | mfu: 10.0% | epoch: 1 | remaining: 38s    
step 00949 (87.3%) | loss: 3.044423 | lrm: 0.28 | dt: 287ms | tok/sec: 456,444 | mfu: 9.9% | epoch: 1 | remaining: 38s    
step 00950 (87.3%) | loss: 3.039514 | lrm: 0.28 | dt: 295ms | tok/sec: 444,843 | mfu: 9.6% | epoch: 1 | remaining: 38s    
step 00951 (87.4%) | loss: 3.033480 | lrm: 0.28 | dt: 274ms | tok/sec: 478,406 | mfu: 10.3% | epoch: 1 | remaining: 37s    
step 00952 (87.5%) | loss: 3.039884 | lrm: 0.28 | dt: 283ms | tok/sec: 462,838 | mfu: 10.0% | epoch: 1 | remaining: 37s    
step 00953 (87.6%) | loss: 3.035597 | lrm: 0.27 | dt: 287ms | tok/sec: 455,976 | mfu: 9.9% | epoch: 1 | remaining: 37s    
step 00954 (87.7%) | loss: 3.039924 | lrm: 0.27 | dt: 295ms | tok/sec: 444,566 | mfu: 9.6% | epoch: 1 | remaining: 37s    
step 00955 (87.8%) | loss: 3.038048 | lrm: 0.27 | dt: 275ms | tok/sec: 477,418 | mfu: 10.3% | epoch: 1 | remaining: 36s    
step 00956 (87.9%) | loss: 3.037816 | lrm: 0.27 | dt: 283ms | tok/sec: 462,620 | mfu: 10.0% | epoch: 1 | remaining: 36s    
step 00957 (88.0%) | loss: 3.044744 | lrm: 0.27 | dt: 288ms | tok/sec: 455,531 | mfu: 9.8% | epoch: 1 | remaining: 36s    
step 00958 (88.1%) | loss: 3.037434 | lrm: 0.26 | dt: 295ms | tok/sec: 444,033 | mfu: 9.6% | epoch: 1 | remaining: 35s    
step 00959 (88.2%) | loss: 3.040414 | lrm: 0.26 | dt: 275ms | tok/sec: 477,476 | mfu: 10.3% | epoch: 1 | remaining: 35s    
step 00960 (88.3%) | loss: 3.038808 | lrm: 0.26 | dt: 283ms | tok/sec: 462,573 | mfu: 10.0% | epoch: 1 | remaining: 35s    
step 00961 (88.4%) | loss: 3.030900 | lrm: 0.26 | dt: 288ms | tok/sec: 455,499 | mfu: 9.8% | epoch: 1 | remaining: 35s    
step 00962 (88.5%) | loss: 3.027162 | lrm: 0.26 | dt: 294ms | tok/sec: 445,388 | mfu: 9.6% | epoch: 1 | remaining: 34s    
step 00963 (88.6%) | loss: 3.022039 | lrm: 0.25 | dt: 274ms | tok/sec: 477,508 | mfu: 10.3% | epoch: 1 | remaining: 34s    
step 00964 (88.7%) | loss: 3.016200 | lrm: 0.25 | dt: 284ms | tok/sec: 461,786 | mfu: 10.0% | epoch: 1 | remaining: 34s    
step 00965 (88.8%) | loss: 3.008445 | lrm: 0.25 | dt: 288ms | tok/sec: 455,255 | mfu: 9.8% | epoch: 1 | remaining: 33s    
step 00966 (88.9%) | loss: 3.008588 | lrm: 0.25 | dt: 295ms | tok/sec: 444,344 | mfu: 9.6% | epoch: 1 | remaining: 33s    
step 00967 (89.0%) | loss: 3.012694 | lrm: 0.25 | dt: 274ms | tok/sec: 478,381 | mfu: 10.3% | epoch: 1 | remaining: 33s    
step 00968 (89.1%) | loss: 3.013620 | lrm: 0.24 | dt: 283ms | tok/sec: 462,977 | mfu: 10.0% | epoch: 1 | remaining: 33s    
step 00969 (89.2%) | loss: 3.009934 | lrm: 0.24 | dt: 288ms | tok/sec: 455,111 | mfu: 9.8% | epoch: 1 | remaining: 32s    
step 00970 (89.2%) | loss: 3.015151 | lrm: 0.24 | dt: 295ms | tok/sec: 445,013 | mfu: 9.6% | epoch: 1 | remaining: 32s    
step 00971 (89.3%) | loss: 3.015956 | lrm: 0.24 | dt: 274ms | tok/sec: 478,600 | mfu: 10.3% | epoch: 1 | remaining: 32s    
step 00972 (89.4%) | loss: 3.019263 | lrm: 0.23 | dt: 283ms | tok/sec: 462,961 | mfu: 10.0% | epoch: 1 | remaining: 31s    
step 00973 (89.5%) | loss: 3.023017 | lrm: 0.23 | dt: 288ms | tok/sec: 455,728 | mfu: 9.9% | epoch: 1 | remaining: 31s    
step 00974 (89.6%) | loss: 3.027057 | lrm: 0.23 | dt: 295ms | tok/sec: 444,520 | mfu: 9.6% | epoch: 1 | remaining: 31s    
step 00975 (89.7%) | loss: 3.024042 | lrm: 0.23 | dt: 275ms | tok/sec: 477,469 | mfu: 10.3% | epoch: 1 | remaining: 31s    
step 00976 (89.8%) | loss: 3.028311 | lrm: 0.23 | dt: 283ms | tok/sec: 463,659 | mfu: 10.0% | epoch: 1 | remaining: 30s    
step 00977 (89.9%) | loss: 3.029948 | lrm: 0.22 | dt: 288ms | tok/sec: 454,456 | mfu: 9.8% | epoch: 1 | remaining: 30s    
step 00978 (90.0%) | loss: 3.031032 | lrm: 0.22 | dt: 295ms | tok/sec: 444,205 | mfu: 9.6% | epoch: 1 | remaining: 30s    
step 00979 (90.1%) | loss: 3.029063 | lrm: 0.22 | dt: 274ms | tok/sec: 478,704 | mfu: 10.3% | epoch: 1 | remaining: 29s    
step 00980 (90.2%) | loss: 3.034741 | lrm: 0.22 | dt: 284ms | tok/sec: 462,258 | mfu: 10.0% | epoch: 1 | remaining: 29s    
step 00981 (90.3%) | loss: 3.030362 | lrm: 0.22 | dt: 287ms | tok/sec: 456,055 | mfu: 9.9% | epoch: 1 | remaining: 29s    
step 00982 (90.4%) | loss: 3.026185 | lrm: 0.21 | dt: 295ms | tok/sec: 444,292 | mfu: 9.6% | epoch: 1 | remaining: 29s    
step 00983 (90.5%) | loss: 3.016394 | lrm: 0.21 | dt: 274ms | tok/sec: 478,603 | mfu: 10.3% | epoch: 1 | remaining: 28s    
step 00984 (90.6%) | loss: 3.015770 | lrm: 0.21 | dt: 283ms | tok/sec: 462,446 | mfu: 10.0% | epoch: 1 | remaining: 28s    
step 00985 (90.7%) | loss: 3.009767 | lrm: 0.21 | dt: 288ms | tok/sec: 454,655 | mfu: 9.8% | epoch: 1 | remaining: 28s    
step 00986 (90.8%) | loss: 3.004522 | lrm: 0.21 | dt: 295ms | tok/sec: 444,443 | mfu: 9.6% | epoch: 1 | remaining: 27s    
step 00987 (90.9%) | loss: 3.004790 | lrm: 0.20 | dt: 274ms | tok/sec: 477,892 | mfu: 10.3% | epoch: 1 | remaining: 27s    
step 00988 (91.0%) | loss: 3.012733 | lrm: 0.20 | dt: 283ms | tok/sec: 463,686 | mfu: 10.0% | epoch: 1 | remaining: 27s    
step 00989 (91.1%) | loss: 3.013738 | lrm: 0.20 | dt: 288ms | tok/sec: 455,165 | mfu: 9.8% | epoch: 1 | remaining: 27s    
step 00990 (91.1%) | loss: 3.007515 | lrm: 0.20 | dt: 295ms | tok/sec: 443,765 | mfu: 9.6% | epoch: 1 | remaining: 26s    
step 00991 (91.2%) | loss: 2.998424 | lrm: 0.19 | dt: 275ms | tok/sec: 477,442 | mfu: 10.3% | epoch: 1 | remaining: 26s    
step 00992 (91.3%) | loss: 2.996159 | lrm: 0.19 | dt: 283ms | tok/sec: 463,212 | mfu: 10.0% | epoch: 1 | remaining: 26s    
step 00993 (91.4%) | loss: 2.997769 | lrm: 0.19 | dt: 287ms | tok/sec: 456,519 | mfu: 9.9% | epoch: 1 | remaining: 25s    
step 00994 (91.5%) | loss: 3.000710 | lrm: 0.19 | dt: 295ms | tok/sec: 444,214 | mfu: 9.6% | epoch: 1 | remaining: 25s    
step 00995 (91.6%) | loss: 3.003122 | lrm: 0.19 | dt: 274ms | tok/sec: 477,898 | mfu: 10.3% | epoch: 1 | remaining: 25s    
step 00996 (91.7%) | loss: 3.005169 | lrm: 0.18 | dt: 283ms | tok/sec: 463,010 | mfu: 10.0% | epoch: 1 | remaining: 25s    
step 00997 (91.8%) | loss: 3.008523 | lrm: 0.18 | dt: 287ms | tok/sec: 456,297 | mfu: 9.9% | epoch: 1 | remaining: 24s    
step 00998 (91.9%) | loss: 3.006660 | lrm: 0.18 | dt: 294ms | tok/sec: 445,581 | mfu: 9.6% | epoch: 1 | remaining: 24s    
step 00999 (92.0%) | loss: 3.010831 | lrm: 0.18 | dt: 274ms | tok/sec: 478,664 | mfu: 10.3% | epoch: 1 | remaining: 24s    
step 01000 (92.1%) | loss: 3.002363 | lrm: 0.18 | dt: 284ms | tok/sec: 461,517 | mfu: 10.0% | epoch: 1 | remaining: 23s    
step 01001 (92.2%) | loss: 3.000462 | lrm: 0.17 | dt: 287ms | tok/sec: 456,100 | mfu: 9.9% | epoch: 1 | remaining: 23s    
step 01002 (92.3%) | loss: 3.001225 | lrm: 0.17 | dt: 295ms | tok/sec: 444,281 | mfu: 9.6% | epoch: 1 | remaining: 23s    
step 01003 (92.4%) | loss: 3.003385 | lrm: 0.17 | dt: 274ms | tok/sec: 477,587 | mfu: 10.3% | epoch: 1 | remaining: 23s    
step 01004 (92.5%) | loss: 3.004053 | lrm: 0.17 | dt: 283ms | tok/sec: 463,458 | mfu: 10.0% | epoch: 1 | remaining: 22s    
step 01005 (92.6%) | loss: 3.001309 | lrm: 0.17 | dt: 288ms | tok/sec: 455,548 | mfu: 9.8% | epoch: 1 | remaining: 22s    
step 01006 (92.7%) | loss: 3.005583 | lrm: 0.16 | dt: 295ms | tok/sec: 444,758 | mfu: 9.6% | epoch: 1 | remaining: 22s    
step 01007 (92.8%) | loss: 3.008604 | lrm: 0.16 | dt: 274ms | tok/sec: 478,619 | mfu: 10.3% | epoch: 1 | remaining: 21s    
step 01008 (92.9%) | loss: 3.007056 | lrm: 0.16 | dt: 284ms | tok/sec: 461,952 | mfu: 10.0% | epoch: 1 | remaining: 21s    
step 01009 (93.0%) | loss: 3.007139 | lrm: 0.16 | dt: 287ms | tok/sec: 456,142 | mfu: 9.9% | epoch: 1 | remaining: 21s    
step 01010 (93.0%) | loss: 3.010996 | lrm: 0.15 | dt: 295ms | tok/sec: 444,069 | mfu: 9.6% | epoch: 1 | remaining: 21s    
step 01011 (93.1%) | loss: 3.012692 | lrm: 0.15 | dt: 274ms | tok/sec: 477,875 | mfu: 10.3% | epoch: 1 | remaining: 20s    
step 01012 (93.2%) | loss: 3.016333 | lrm: 0.15 | dt: 283ms | tok/sec: 463,057 | mfu: 10.0% | epoch: 1 | remaining: 20s    
step 01013 (93.3%) | loss: 3.008286 | lrm: 0.15 | dt: 288ms | tok/sec: 455,072 | mfu: 9.8% | epoch: 1 | remaining: 20s    
step 01014 (93.4%) | loss: 3.017253 | lrm: 0.15 | dt: 295ms | tok/sec: 444,223 | mfu: 9.6% | epoch: 1 | remaining: 19s    
step 01015 (93.5%) | loss: 3.014216 | lrm: 0.14 | dt: 274ms | tok/sec: 478,346 | mfu: 10.3% | epoch: 1 | remaining: 19s    
step 01016 (93.6%) | loss: 3.007170 | lrm: 0.14 | dt: 283ms | tok/sec: 462,792 | mfu: 10.0% | epoch: 1 | remaining: 19s    
step 01017 (93.7%) | loss: 2.995177 | lrm: 0.14 | dt: 287ms | tok/sec: 456,483 | mfu: 9.9% | epoch: 1 | remaining: 19s    
step 01018 (93.8%) | loss: 2.999095 | lrm: 0.14 | dt: 295ms | tok/sec: 443,655 | mfu: 9.6% | epoch: 1 | remaining: 18s    
step 01019 (93.9%) | loss: 3.005531 | lrm: 0.14 | dt: 274ms | tok/sec: 478,668 | mfu: 10.3% | epoch: 1 | remaining: 18s    
step 01020 (94.0%) | loss: 2.996694 | lrm: 0.13 | dt: 283ms | tok/sec: 463,701 | mfu: 10.0% | epoch: 1 | remaining: 18s    
step 01021 (94.1%) | loss: 2.998749 | lrm: 0.13 | dt: 288ms | tok/sec: 455,154 | mfu: 9.8% | epoch: 1 | remaining: 17s    
step 01022 (94.2%) | loss: 3.002390 | lrm: 0.13 | dt: 294ms | tok/sec: 445,703 | mfu: 9.6% | epoch: 1 | remaining: 17s    
step 01023 (94.3%) | loss: 3.001166 | lrm: 0.13 | dt: 274ms | tok/sec: 478,214 | mfu: 10.3% | epoch: 1 | remaining: 17s    
step 01024 (94.4%) | loss: 2.997267 | lrm: 0.12 | dt: 283ms | tok/sec: 463,200 | mfu: 10.0% | epoch: 1 | remaining: 17s    
step 01025 (94.5%) | loss: 2.999895 | lrm: 0.12 | dt: 288ms | tok/sec: 455,868 | mfu: 9.9% | epoch: 1 | remaining: 16s    
step 01026 (94.6%) | loss: 2.994542 | lrm: 0.12 | dt: 295ms | tok/sec: 444,463 | mfu: 9.6% | epoch: 1 | remaining: 16s    
step 01027 (94.7%) | loss: 2.993359 | lrm: 0.12 | dt: 274ms | tok/sec: 477,758 | mfu: 10.3% | epoch: 1 | remaining: 16s    
step 01028 (94.8%) | loss: 2.995837 | lrm: 0.12 | dt: 283ms | tok/sec: 462,757 | mfu: 10.0% | epoch: 1 | remaining: 15s    
step 01029 (94.9%) | loss: 2.986991 | lrm: 0.11 | dt: 287ms | tok/sec: 456,468 | mfu: 9.9% | epoch: 1 | remaining: 15s    
step 01030 (94.9%) | loss: 2.985645 | lrm: 0.11 | dt: 295ms | tok/sec: 444,786 | mfu: 9.6% | epoch: 1 | remaining: 15s    
step 01031 (95.0%) | loss: 2.993825 | lrm: 0.11 | dt: 274ms | tok/sec: 478,124 | mfu: 10.3% | epoch: 1 | remaining: 15s    
step 01032 (95.1%) | loss: 2.989956 | lrm: 0.11 | dt: 283ms | tok/sec: 463,239 | mfu: 10.0% | epoch: 1 | remaining: 14s    
step 01033 (95.2%) | loss: 2.994116 | lrm: 0.11 | dt: 287ms | tok/sec: 456,175 | mfu: 9.9% | epoch: 1 | remaining: 14s    
step 01034 (95.3%) | loss: 2.991652 | lrm: 0.10 | dt: 295ms | tok/sec: 444,676 | mfu: 9.6% | epoch: 1 | remaining: 14s    
step 01035 (95.4%) | loss: 2.985207 | lrm: 0.10 | dt: 274ms | tok/sec: 477,990 | mfu: 10.3% | epoch: 1 | remaining: 13s    
step 01036 (95.5%) | loss: 2.986040 | lrm: 0.10 | dt: 283ms | tok/sec: 463,082 | mfu: 10.0% | epoch: 1 | remaining: 13s    
step 01037 (95.6%) | loss: 2.991555 | lrm: 0.10 | dt: 288ms | tok/sec: 455,232 | mfu: 9.8% | epoch: 1 | remaining: 13s    
step 01038 (95.7%) | loss: 2.993084 | lrm: 0.10 | dt: 295ms | tok/sec: 444,350 | mfu: 9.6% | epoch: 1 | remaining: 13s    
step 01039 (95.8%) | loss: 2.994244 | lrm: 0.09 | dt: 274ms | tok/sec: 477,891 | mfu: 10.3% | epoch: 1 | remaining: 12s    
step 01040 (95.9%) | loss: 2.998274 | lrm: 0.09 | dt: 283ms | tok/sec: 463,288 | mfu: 10.0% | epoch: 1 | remaining: 12s    
step 01041 (96.0%) | loss: 2.996423 | lrm: 0.09 | dt: 287ms | tok/sec: 457,006 | mfu: 9.9% | epoch: 1 | remaining: 12s    
step 01042 (96.1%) | loss: 2.998914 | lrm: 0.09 | dt: 295ms | tok/sec: 444,598 | mfu: 9.6% | epoch: 1 | remaining: 11s    
step 01043 (96.2%) | loss: 2.995106 | lrm: 0.08 | dt: 274ms | tok/sec: 478,347 | mfu: 10.3% | epoch: 1 | remaining: 11s    
step 01044 (96.3%) | loss: 2.998138 | lrm: 0.08 | dt: 283ms | tok/sec: 463,351 | mfu: 10.0% | epoch: 1 | remaining: 11s    
step 01045 (96.4%) | loss: 2.993189 | lrm: 0.08 | dt: 287ms | tok/sec: 457,062 | mfu: 9.9% | epoch: 1 | remaining: 11s    
step 01046 (96.5%) | loss: 2.994558 | lrm: 0.08 | dt: 295ms | tok/sec: 444,372 | mfu: 9.6% | epoch: 1 | remaining: 10s    
step 01047 (96.6%) | loss: 2.990009 | lrm: 0.08 | dt: 275ms | tok/sec: 477,402 | mfu: 10.3% | epoch: 1 | remaining: 10s    
step 01048 (96.7%) | loss: 2.992121 | lrm: 0.07 | dt: 283ms | tok/sec: 463,125 | mfu: 10.0% | epoch: 1 | remaining: 10s    
step 01049 (96.7%) | loss: 2.995890 | lrm: 0.07 | dt: 288ms | tok/sec: 455,126 | mfu: 9.8% | epoch: 1 | remaining: 9s    
step 01050 (96.8%) | loss: 2.994006 | lrm: 0.07 | dt: 295ms | tok/sec: 444,521 | mfu: 9.6% | epoch: 1 | remaining: 9s    
step 01051 (96.9%) | loss: 2.998169 | lrm: 0.07 | dt: 274ms | tok/sec: 477,888 | mfu: 10.3% | epoch: 1 | remaining: 9s    
step 01052 (97.0%) | loss: 2.991442 | lrm: 0.07 | dt: 283ms | tok/sec: 463,117 | mfu: 10.0% | epoch: 1 | remaining: 9s    
step 01053 (97.1%) | loss: 2.991718 | lrm: 0.06 | dt: 287ms | tok/sec: 456,791 | mfu: 9.9% | epoch: 1 | remaining: 8s    
step 01054 (97.2%) | loss: 2.986583 | lrm: 0.06 | dt: 295ms | tok/sec: 443,599 | mfu: 9.6% | epoch: 1 | remaining: 8s    
step 01055 (97.3%) | loss: 2.992472 | lrm: 0.06 | dt: 274ms | tok/sec: 477,918 | mfu: 10.3% | epoch: 1 | remaining: 8s    
step 01056 (97.4%) | loss: 2.992365 | lrm: 0.06 | dt: 283ms | tok/sec: 463,003 | mfu: 10.0% | epoch: 1 | remaining: 7s    
step 01057 (97.5%) | loss: 2.987430 | lrm: 0.06 | dt: 288ms | tok/sec: 455,194 | mfu: 9.8% | epoch: 1 | remaining: 7s    
step 01058 (97.6%) | loss: 2.987216 | lrm: 0.05 | dt: 295ms | tok/sec: 444,668 | mfu: 9.6% | epoch: 1 | remaining: 7s    
step 01059 (97.7%) | loss: 2.990633 | lrm: 0.05 | dt: 274ms | tok/sec: 477,506 | mfu: 10.3% | epoch: 1 | remaining: 7s    
step 01060 (97.8%) | loss: 2.996011 | lrm: 0.05 | dt: 283ms | tok/sec: 463,723 | mfu: 10.0% | epoch: 1 | remaining: 6s    
step 01061 (97.9%) | loss: 2.986130 | lrm: 0.05 | dt: 288ms | tok/sec: 455,277 | mfu: 9.8% | epoch: 1 | remaining: 6s    
step 01062 (98.0%) | loss: 2.985749 | lrm: 0.04 | dt: 295ms | tok/sec: 444,076 | mfu: 9.6% | epoch: 1 | remaining: 6s    
step 01063 (98.1%) | loss: 2.986350 | lrm: 0.04 | dt: 274ms | tok/sec: 477,804 | mfu: 10.3% | epoch: 1 | remaining: 5s    
step 01064 (98.2%) | loss: 2.979119 | lrm: 0.04 | dt: 283ms | tok/sec: 462,515 | mfu: 10.0% | epoch: 1 | remaining: 5s    
step 01065 (98.3%) | loss: 2.987560 | lrm: 0.04 | dt: 287ms | tok/sec: 456,162 | mfu: 9.9% | epoch: 1 | remaining: 5s    
step 01066 (98.4%) | loss: 2.985027 | lrm: 0.04 | dt: 295ms | tok/sec: 444,985 | mfu: 9.6% | epoch: 1 | remaining: 5s    
step 01067 (98.5%) | loss: 2.981067 | lrm: 0.03 | dt: 274ms | tok/sec: 478,140 | mfu: 10.3% | epoch: 1 | remaining: 4s    
step 01068 (98.6%) | loss: 2.983242 | lrm: 0.03 | dt: 283ms | tok/sec: 462,889 | mfu: 10.0% | epoch: 1 | remaining: 4s    
step 01069 (98.6%) | loss: 2.977960 | lrm: 0.03 | dt: 287ms | tok/sec: 455,923 | mfu: 9.9% | epoch: 1 | remaining: 4s    
step 01070 (98.7%) | loss: 2.981302 | lrm: 0.03 | dt: 295ms | tok/sec: 444,703 | mfu: 9.6% | epoch: 1 | remaining: 3s    
step 01071 (98.8%) | loss: 2.975565 | lrm: 0.03 | dt: 274ms | tok/sec: 477,822 | mfu: 10.3% | epoch: 1 | remaining: 3s    
step 01072 (98.9%) | loss: 2.976188 | lrm: 0.02 | dt: 283ms | tok/sec: 462,771 | mfu: 10.0% | epoch: 1 | remaining: 3s    
step 01073 (99.0%) | loss: 2.967780 | lrm: 0.02 | dt: 287ms | tok/sec: 456,267 | mfu: 9.9% | epoch: 1 | remaining: 3s    
step 01074 (99.1%) | loss: 2.965383 | lrm: 0.02 | dt: 295ms | tok/sec: 443,935 | mfu: 9.6% | epoch: 1 | remaining: 2s    
step 01075 (99.2%) | loss: 2.972900 | lrm: 0.02 | dt: 274ms | tok/sec: 477,620 | mfu: 10.3% | epoch: 1 | remaining: 2s    
step 01076 (99.3%) | loss: 2.977136 | lrm: 0.02 | dt: 283ms | tok/sec: 463,442 | mfu: 10.0% | epoch: 1 | remaining: 2s    
step 01077 (99.4%) | loss: 2.979742 | lrm: 0.01 | dt: 288ms | tok/sec: 455,591 | mfu: 9.8% | epoch: 1 | remaining: 1s    
step 01078 (99.5%) | loss: 2.980885 | lrm: 0.01 | dt: 295ms | tok/sec: 444,276 | mfu: 9.6% | epoch: 1 | remaining: 1s    
step 01079 (99.6%) | loss: 2.975183 | lrm: 0.01 | dt: 275ms | tok/sec: 477,073 | mfu: 10.3% | epoch: 1 | remaining: 1s    
step 01080 (99.7%) | loss: 2.978332 | lrm: 0.01 | dt: 283ms | tok/sec: 463,265 | mfu: 10.0% | epoch: 1 | remaining: 1s    
step 01081 (99.8%) | loss: 2.978684 | lrm: 0.00 | dt: 287ms | tok/sec: 456,863 | mfu: 9.9% | epoch: 1 | remaining: 0s    
step 01082 (99.9%) | loss: 2.979616 | lrm: 0.00 | dt: 295ms | tok/sec: 444,313 | mfu: 9.6% | epoch: 1 | remaining: 0s    
step 01083 (100.0%) | loss: 2.982721 | lrm: 0.00 | dt: 275ms | tok/sec: 477,325 | mfu: 10.3% | epoch: 1 | remaining: 0s    
---
val_bpb:          1.064669
training_seconds: 300.2
total_seconds:    330.6
peak_vram_mb:     20570.2
mfu_percent:      10.14
total_tokens_M:   142.1
num_steps:        1084
num_params_M:     46.1
depth:            8
